from_user,to_user,from_department,date,shares
U002,U065,Engineering,2025-01-17,1
U002,U067,Engineering,2025-01-13,1
U002,U067,Engineering,2025-03-11,1
U002,U067,Engineering,2025-03-17,1
U002,U067,Engineering,2025-03-24,1
U002,U067,Engineering,2025-04-02,1
U002,U068,Engineering,2025-01-02,1
U002,U068,Engineering,2025-01-14,1
U002,U068,Engineering,2025-01-21,1
U002,U068,Engineering,2025-03-07,1
U002,U068,Engineering,2025-03-21,1
U002,U068,Engineering,2025-03-25,2
U002,U068,Engineering,2025-04-07,1
U002,U069,Engineering,2025-02-12,1
U002,U070,Engineering,2025-02-17,1
U002,U070,Engineering,2025-02-21,1
U002,U070,Engineering,2025-02-25,1
U002,U070,Engineering,2025-03-07,2
U002,U070,Engineering,2025-03-21,1
U002,U070,Engineering,2025-04-07,1
U002,U071,Engineering,2025-01-28,1
U002,U071,Engineering,2025-02-11,1
U002,U071,Engineering,2025-02-24,1
U002,U071,Engineering,2025-02-25,1
U002,U071,Engineering,2025-02-28,1
U002,U071,Engineering,2025-03-18,1
U002,U071,Engineering,2025-03-25,1
U002,U071,Engineering,2025-03-28,1
U002,U072,Engineering,2025-01-30,1
U002,U072,Engineering,2025-03-11,1
U002,U073,Engineering,2025-01-02,1
U002,U073,Engineering,2025-03-18,1
U002,U074,Engineering,2025-02-10,1
U002,U074,Engineering,2025-04-03,1
U002,U075,Engineering,2025-01-26,1
U002,U076,Engineering,2025-02-28,1
U002,U076,Engineering,2025-03-04,1
U002,U076,Engineering,2025-03-05,1
U002,U076,Engineering,2025-03-26,1
U002,U076,Engineering,2025-04-02,1
U002,U076,Engineering,2025-04-07,1
U002,U077,Engineering,2025-01-09,1
U002,U077,Engineering,2025-01-28,1
U002,U078,Engineering,2025-02-07,1
U002,U078,Engineering,2025-02-09,1
U002,U078,Engineering,2025-02-23,1
U002,U079,Engineering,2025-01-14,1
U002,U079,Engineering,2025-01-26,1
U002,U079,Engineering,2025-02-27,1
U002,U079,Engineering,2025-03-13,1
U002,U079,Engineering,2025-04-03,1
U002,U080,Engineering,2025-01-23,1
U002,U080,Engineering,2025-02-18,1
U002,U081,Engineering,2025-03-17,1
U002,U083,Engineering,2025-02-17,1
U002,U084,Engineering,2025-01-03,1
U002,U084,Engineering,2025-01-22,1
U002,U084,Engineering,2025-02-22,1
U002,U084,Engineering,2025-03-05,1
U002,U084,Engineering,2025-03-15,1
U002,U084,Engineering,2025-03-19,1
U002,U084,Engineering,2025-04-04,1
U002,U085,Engineering,2025-02-04,1
U002,U085,Engineering,2025-02-07,1
U002,U085,Engineering,2025-03-21,1
U002,U087,Engineering,2025-01-21,1
U002,U087,Engineering,2025-01-23,1
U002,U088,Engineering,2025-01-05,1
U002,U088,Engineering,2025-01-07,1
U002,U088,Engineering,2025-01-23,1
U002,U088,Engineering,2025-02-08,1
U002,U088,Engineering,2025-02-11,1
U002,U088,Engineering,2025-03-02,1
U002,U088,Engineering,2025-03-11,1
U002,U088,Engineering,2025-03-24,1
U002,U089,Engineering,2025-01-17,1
U002,U089,Engineering,2025-02-23,1
U002,U090,Engineering,2025-01-02,1
U002,U090,Engineering,2025-01-27,1
U002,U091,Engineering,2025-03-30,1
U002,U092,Engineering,2025-01-01,1
U002,U092,Engineering,2025-01-13,1
U002,U092,Engineering,2025-01-23,1
U002,U092,Engineering,2025-01-25,1
U002,U092,Engineering,2025-02-11,1
U002,U092,Engineering,2025-02-21,1
U002,U092,Engineering,2025-03-21,1
U002,U092,Engineering,2025-03-26,1
U002,U092,Engineering,2025-03-27,1
U002,U093,Engineering,2025-01-02,1
U002,U093,Engineering,2025-01-03,1
U002,U093,Engineering,2025-01-28,1
U002,U093,Engineering,2025-02-15,1
U002,U093,Engineering,2025-02-22,1
U002,U093,Engineering,2025-03-28,1
U002,U093,Engineering,2025-04-09,1
U002,U094,Engineering,2025-01-31,1
U002,U094,Engineering,2025-03-25,1
U002,U094,Engineering,2025-03-28,1
U002,U097,Engineering,2025-01-09,1
U002,U097,Engineering,2025-01-27,1
U002,U097,Engineering,2025-02-13,1
U002,U097,Engineering,2025-02-24,1
U002,U097,Engineering,2025-03-11,1
U002,U097,Engineering,2025-03-18,1
U002,U097,Engineering,2025-03-24,1
U002,U097,Engineering,2025-04-04,1
U002,U098,Engineering,2025-01-07,1
U002,U098,Engineering,2025-01-27,1
U002,U098,Engineering,2025-02-05,1
U002,U098,Engineering,2025-02-06,1
U002,U098,Engineering,2025-03-06,1
U002,U098,Engineering,2025-03-11,1
U002,U098,Engineering,2025-03-24,1
U002,U098,Engineering,2025-03-30,1
U002,U098,Engineering,2025-04-08,1
U002,U098,Engineering,2025-04-09,2
U002,U100,Engineering,2025-02-07,1
U002,U100,Engineering,2025-03-25,1
U002,U100,Engineering,2025-03-28,1
U003,U001,Engineering,2025-01-23,1
U003,U001,Engineering,2025-03-02,1
U003,U002,Engineering,2025-01-04,1
U003,U002,Engineering,2025-01-27,1
U003,U002,Engineering,2025-01-31,1
U003,U002,Engineering,2025-03-24,1
U003,U002,Engineering,2025-03-26,1
U003,U004,Engineering,2025-02-17,1
U003,U006,Engineering,2025-03-09,1
U003,U007,Engineering,2025-03-05,1
U003,U007,Engineering,2025-03-13,1
U003,U007,Engineering,2025-03-17,1
U003,U008,Engineering,2025-01-21,1
U003,U009,Engineering,2025-01-25,1
U003,U009,Engineering,2025-03-16,1
U003,U009,Engineering,2025-04-10,1
U003,U011,Engineering,2025-02-19,1
U003,U011,Engineering,2025-03-08,1
U003,U013,Engineering,2025-01-23,1
U003,U016,Engineering,2025-01-16,2
U003,U016,Engineering,2025-01-20,1
U003,U016,Engineering,2025-03-08,1
U003,U016,Engineering,2025-03-27,1
U003,U018,Engineering,2025-03-12,1
U003,U019,Engineering,2025-03-15,1
U003,U020,Engineering,2025-01-07,1
U003,U020,Engineering,2025-02-17,1
U003,U020,Engineering,2025-03-11,1
U003,U020,Engineering,2025-03-28,1
U003,U020,Engineering,2025-04-01,1
U003,U020,Engineering,2025-04-04,1
U003,U020,Engineering,2025-04-07,1
U003,U021,Engineering,2025-04-08,1
U003,U022,Engineering,2025-02-13,1
U003,U023,Engineering,2025-01-06,1
U003,U023,Engineering,2025-02-15,1
U003,U023,Engineering,2025-02-21,1
U003,U023,Engineering,2025-03-28,1
U003,U024,Engineering,2025-01-24,1
U003,U025,Engineering,2025-01-24,1
U003,U026,Engineering,2025-01-10,1
U003,U026,Engineering,2025-02-24,1
U003,U027,Engineering,2025-01-04,1
U003,U027,Engineering,2025-02-10,1
U003,U027,Engineering,2025-03-22,1
U003,U027,Engineering,2025-04-02,1
U003,U028,Engineering,2025-01-22,1
U003,U028,Engineering,2025-02-12,1
U003,U028,Engineering,2025-03-10,1
U003,U028,Engineering,2025-04-02,1
U003,U029,Engineering,2025-01-24,1
U003,U029,Engineering,2025-02-16,1
U003,U029,Engineering,2025-03-17,1
U003,U029,Engineering,2025-03-24,1
U003,U030,Engineering,2025-01-01,1
U003,U030,Engineering,2025-02-19,1
U003,U033,Engineering,2025-01-05,1
U003,U033,Engineering,2025-01-08,1
U003,U033,Engineering,2025-01-14,1
U003,U033,Engineering,2025-01-22,1
U003,U033,Engineering,2025-02-02,1
U003,U033,Engineering,2025-02-06,1
U003,U033,Engineering,2025-02-12,2
U003,U033,Engineering,2025-03-17,1
U003,U033,Engineering,2025-03-24,1
U003,U034,Engineering,2025-03-28,1
U003,U035,Engineering,2025-01-04,1
U003,U035,Engineering,2025-02-03,1
U003,U036,Engineering,2025-01-01,1
U003,U036,Engineering,2025-01-29,1
U003,U036,Engineering,2025-02-07,1
U003,U036,Engineering,2025-02-20,1
U003,U037,Engineering,2025-02-14,1
U003,U037,Engineering,2025-02-20,1
U003,U038,Engineering,2025-01-28,1
U003,U038,Engineering,2025-03-06,1
U003,U039,Engineering,2025-01-04,1
U003,U039,Engineering,2025-01-07,1
U003,U039,Engineering,2025-02-08,1
U003,U039,Engineering,2025-02-14,1
U003,U039,Engineering,2025-03-12,1
U003,U039,Engineering,2025-04-09,1
U003,U040,Engineering,2025-03-17,1
U003,U044,Engineering,2025-01-17,1
U003,U044,Engineering,2025-01-19,1
U003,U044,Engineering,2025-02-11,1
U003,U044,Engineering,2025-02-21,1
U003,U044,Engineering,2025-02-25,1
U003,U044,Engineering,2025-03-13,1
U003,U044,Engineering,2025-03-27,1
U003,U044,Engineering,2025-04-04,1
U003,U045,Engineering,2025-02-03,1
U003,U045,Engineering,2025-02-25,1
U003,U045,Engineering,2025-03-01,1
U003,U045,Engineering,2025-03-06,1
U003,U045,Engineering,2025-03-29,1
U003,U047,Engineering,2025-01-10,1
U003,U047,Engineering,2025-01-18,1
U003,U047,Engineering,2025-02-25,1
U003,U047,Engineering,2025-03-30,1
U003,U048,Engineering,2025-02-13,1
U003,U048,Engineering,2025-03-17,1
U003,U048,Engineering,2025-03-24,2
U003,U048,Engineering,2025-04-09,1
U003,U049,Engineering,2025-01-01,1
U003,U049,Engineering,2025-01-10,1
U003,U049,Engineering,2025-01-24,1
U003,U049,Engineering,2025-01-27,1
U003,U049,Engineering,2025-03-18,1
U003,U049,Engineering,2025-03-20,2
U003,U049,Engineering,2025-03-31,1
U003,U049,Engineering,2025-04-03,1
U003,U054,Engineering,2025-02-26,1
U003,U054,Engineering,2025-02-28,1
U003,U054,Engineering,2025-03-19,1
U003,U054,Engineering,2025-03-31,1
U003,U054,Engineering,2025-04-04,1
U003,U055,Engineering,2025-01-06,1
U003,U055,Engineering,2025-01-10,1
U003,U055,Engineering,2025-01-27,1
U003,U055,Engineering,2025-02-06,1
U003,U055,Engineering,2025-02-11,1
