user_id,department,date,emails_sent,docs_created,docs_shared,meetings_attended
U063,Marketing,2025-01-01,7,4,1,4
U064,Engineering,2025-01-01,13,9,5,3
U065,Sales,2025-01-01,17,4,2,10
U066,Marketing,2025-01-01,10,7,7,5
U067,Engineering,2025-01-01,3,7,6,2
U068,Engineering,2025-01-01,3,2,0,3
U069,HR,2025-01-01,3,5,3,4
U070,Engineering,2025-01-01,5,5,4,4
U071,Engineering,2025-01-01,6,5,4,3
U072,Engineering,2025-01-01,7,2,1,4
U073,Marketing,2025-01-01,10,6,5,5
U074,Marketing,2025-01-01,6,5,2,7
U075,Sales,2025-01-01,12,5,4,10
U076,Engineering,2025-01-01,2,7,5,2
U077,Engineering,2025-01-01,8,7,5,0
U078,Engineering,2025-01-01,7,3,3,3
U079,Engineering,2025-01-01,5,6,4,10
U080,Sales,2025-01-01,6,0,0,12
U081,Sales,2025-01-01,10,5,4,6
U082,Sales,2025-01-01,8,3,1,7
U083,Marketing,2025-01-01,4,3,2,7
U084,Engineering,2025-01-01,3,6,3,1
U085,HR,2025-01-01,7,2,1,5
U086,Marketing,2025-01-01,11,2,2,3
U087,Sales,2025-01-01,15,4,2,9
U088,Engineering,2025-01-01,6,2,1,3
U089,Sales,2025-01-01,11,0,0,5
U090,Sales,2025-01-01,7,5,0,11
U091,Sales,2025-01-01,15,2,2,3
U092,Engineering,2025-01-01,9,6,4,5
U093,Engineering,2025-01-01,3,2,2,3
U094,Marketing,2025-01-01,4,2,0,1
U095,Finance,2025-01-01,5,3,2,8
U096,Sales,2025-01-01,9,3,1,7
U097,Engineering,2025-01-01,7,5,2,3
U098,Engineering,2025-01-01,4,5,5,0
U099,Sales,2025-01-01,8,2,1,7
U100,Finance,2025-01-01,7,2,1,4
U001,Engineering,2025-01-02,4,9,6,0
U002,Engineering,2025-01-02,7,5,4,2
U003,Engineering,2025-01-02,7,9,4,1
U004,Sales,2025-01-02,11,3,1,2
U005,Sales,2025-01-02,7,2,1,3
U006,Finance,2025-01-02,11,5,5,6
U007,Engineering,2025-01-02,3,5,2,7
U008,Sales,2025-01-02,10,0,0,5
U009,Marketing,2025-01-02,9,5,3,7
U010,Sales,2025-01-02,6,0,0,10
U011,HR,2025-01-02,9,4,2,6
U012,Finance,2025-01-02,3,3,1,4
U013,Sales,2025-01-02,13,3,1,5
U014,Sales,2025-01-02,15,2,1,4
U015,Sales,2025-01-02,11,2,1,4
U016,Engineering,2025-01-02,5,3,1,7
U017,HR,2025-01-02,5,3,0,6
U018,Sales,2025-01-02,8,3,1,3
U019,Sales,2025-01-02,6,2,1,4
U020,Engineering,2025-01-02,5,4,2,4
U021,Finance,2025-01-02,6,8,4,2
U022,Finance,2025-01-02,6,5,2,1
U023,Engineering,2025-01-02,10,5,3,5
U024,Finance,2025-01-02,3,2,1,3
U025,Marketing,2025-01-02,9,7,4,8
U026,Finance,2025-01-02,7,8,6,5
U027,Engineering,2025-01-02,10,4,2,7
U028,Engineering,2025-01-02,8,6,5,3
U029,Sales,2025-01-02,12,0,0,5
U030,Sales,2025-01-02,4,4,3,7
U031,Sales,2025-01-02,10,2,2,4
U032,HR,2025-01-02,12,4,3,5
U033,Engineering,2025-01-02,9,4,4,1
U034,Marketing,2025-01-02,12,4,3,2
U035,Finance,2025-01-02,6,5,4,2
U036,Engineering,2025-01-02,7,5,4,5
U037,Marketing,2025-01-02,0,0,0,1
U038,HR,2025-01-02,6,2,2,6
U039,Engineering,2025-01-02,4,11,6,6
U040,HR,2025-01-02,7,0,0,1
U041,Marketing,2025-01-02,10,3,3,4
U042,Marketing,2025-01-02,11,6,2,3
U043,HR,2025-01-02,7,5,1,8
U044,Engineering,2025-01-02,12,2,2,4
U045,Engineering,2025-01-02,6,4,4,5
U046,HR,2025-01-02,6,3,2,6
U047,Engineering,2025-01-02,7,6,5,4
U048,Engineering,2025-01-02,3,10,7,4
U049,Engineering,2025-01-02,5,3,2,6
U050,HR,2025-01-02,6,4,2,3
U051,Finance,2025-01-02,9,3,2,7
U052,HR,2025-01-02,4,1,1,9
U053,Marketing,2025-01-02,6,5,3,7
U054,Engineering,2025-01-02,7,5,5,2
U055,Engineering,2025-01-02,3,4,4,5
U056,Sales,2025-01-02,10,1,0,1
U057,Marketing,2025-01-02,20,4,2,6
U058,Marketing,2025-01-02,10,3,3,2
U059,Marketing,2025-01-02,10,5,5,9
U060,Engineering,2025-01-02,3,8,4,3
U061,Engineering,2025-01-02,8,6,3,2
U062,Marketing,2025-01-02,4,4,3,7
U063,Marketing,2025-01-02,12,2,2,4
U064,Engineering,2025-01-02,2,6,4,5
U065,Sales,2025-01-02,6,1,1,3
U066,Marketing,2025-01-02,7,3,3,3
U067,Engineering,2025-01-02,4,4,3,8
U068,Engineering,2025-01-02,4,4,3,3
U069,HR,2025-01-02,3,4,2,1
U070,Engineering,2025-01-02,11,9,8,7
U071,Engineering,2025-01-02,12,5,4,6
U072,Engineering,2025-01-02,7,7,5,2
U073,Marketing,2025-01-02,9,7,5,4
U074,Marketing,2025-01-02,5,2,2,6
U075,Sales,2025-01-02,12,5,1,7
U076,Engineering,2025-01-02,8,8,6,7
U077,Engineering,2025-01-02,7,4,4,4
U078,Engineering,2025-01-02,8,6,4,4
U079,Engineering,2025-01-02,4,7,5,3
U080,Sales,2025-01-02,3,0,0,7
U081,Sales,2025-01-02,7,2,0,5
U082,Sales,2025-01-02,4,3,1,10
U083,Marketing,2025-01-02,12,2,1,4
U084,Engineering,2025-01-02,7,3,2,5
U085,HR,2025-01-02,7,3,2,5
U086,Marketing,2025-01-02,10,5,4,4
U087,Sales,2025-01-02,5,6,2,6
U088,Engineering,2025-01-02,6,5,4,6
U089,Sales,2025-01-02,6,2,2,9
U090,Sales,2025-01-02,7,4,1,8
U091,Sales,2025-01-02,11,3,2,5
U092,Engineering,2025-01-02,8,3,2,8
U093,Engineering,2025-01-02,6,5,3,5
U094,Marketing,2025-01-02,6,5,4,9
U095,Finance,2025-01-02,12,4,4,8
U096,Sales,2025-01-02,6,5,2,2
U097,Engineering,2025-01-02,4,2,2,0
U098,Engineering,2025-01-02,6,5,4,5
U099,Sales,2025-01-02,10,3,1,6
U100,Finance,2025-01-02,8,1,1,4
U001,Engineering,2025-01-03,5,9,5,3
U002,Engineering,2025-01-03,7,9,5,6
U003,Engineering,2025-01-03,5,3,2,0
U004,Sales,2025-01-03,6,5,4,0
U005,Sales,2025-01-03,11,1,1,6
U006,Finance,2025-01-03,9,3,2,8
U007,Engineering,2025-01-03,10,1,0,5
U008,Sales,2025-01-03,13,4,1,8
U009,Marketing,2025-01-03,9,6,5,9
U010,Sales,2025-01-03,9,4,2,8
U011,HR,2025-01-03,3,5,3,3
U012,Finance,2025-01-03,5,4,3,5
U013,Sales,2025-01-03,10,2,2,5
U014,Sales,2025-01-03,10,0,0,2
U015,Sales,2025-01-03,13,1,1,4
U016,Engineering,2025-01-03,8,6,1,3
U017,HR,2025-01-03,5,1,1,1
U018,Sales,2025-01-03,9,6,3,8
U019,Sales,2025-01-03,10,4,2,7
U020,Engineering,2025-01-03,1,6,5,3
U021,Finance,2025-01-03,6,3,2,2
U022,Finance,2025-01-03,7,2,1,9
U023,Engineering,2025-01-03,4,6,5,5
U024,Finance,2025-01-03,6,3,2,4
U025,Marketing,2025-01-03,8,4,3,2
U026,Finance,2025-01-03,5,2,1,4
U027,Engineering,2025-01-03,12,11,6,7
U028,Engineering,2025-01-03,5,7,4,2
U029,Sales,2025-01-03,10,3,1,2
U030,Sales,2025-01-03,13,3,1,2
U031,Sales,2025-01-03,9,6,3,10
U032,HR,2025-01-03,8,3,1,2
U033,Engineering,2025-01-03,8,5,4,6
U034,Marketing,2025-01-03,15,2,1,5
U035,Finance,2025-01-03,11,5,3,5
U036,Engineering,2025-01-03,7,9,7,5
U037,Marketing,2025-01-03,8,3,2,7
U038,HR,2025-01-03,3,3,1,4
U039,Engineering,2025-01-03,2,7,4,1
U040,HR,2025-01-03,7,5,3,6
U041,Marketing,2025-01-03,14,1,1,3
U042,Marketing,2025-01-03,2,2,2,4
U043,HR,2025-01-03,6,4,1,6
U044,Engineering,2025-01-03,6,6,3,4
U045,Engineering,2025-01-03,5,5,3,3
U046,HR,2025-01-03,7,2,2,6
U047,Engineering,2025-01-03,7,8,5,9
U048,Engineering,2025-01-03,4,5,4,4
U049,Engineering,2025-01-03,2,3,2,4
U050,HR,2025-01-03,6,4,2,2
U051,Finance,2025-01-03,5,4,4,5
U052,HR,2025-01-03,5,3,2,9
U053,Marketing,2025-01-03,10,4,4,4
U054,Engineering,2025-01-03,12,4,3,4
U055,Engineering,2025-01-03,7,5,4,5
U056,Sales,2025-01-03,13,8,3,5
U057,Marketing,2025-01-03,8,4,3,6
U058,Marketing,2025-01-03,6,4,2,3
U059,Marketing,2025-01-03,8,4,4,4
U060,Engineering,2025-01-03,4,9,8,5
U061,Engineering,2025-01-03,3,4,4,2
U062,Marketing,2025-01-03,9,4,3,7
U063,Marketing,2025-01-03,9,3,3,4
U064,Engineering,2025-01-03,3,1,1,2
U065,Sales,2025-01-03,12,2,0,8
U066,Marketing,2025-01-03,9,3,2,5
U067,Engineering,2025-01-03,4,2,2,5
U068,Engineering,2025-01-03,5,5,4,4
U069,HR,2025-01-03,4,4,2,6
U070,Engineering,2025-01-03,5,4,3,6
U071,Engineering,2025-01-03,7,10,9,4
U072,Engineering,2025-01-03,11,9,9,5
U073,Marketing,2025-01-03,6,3,2,9
U074,Marketing,2025-01-03,10,1,0,1
U075,Sales,2025-01-03,11,4,3,6
U076,Engineering,2025-01-03,5,10,5,6
U077,Engineering,2025-01-03,10,8,7,7
U078,Engineering,2025-01-03,11,3,3,3
U079,Engineering,2025-01-03,5,7,4,3
U080,Sales,2025-01-03,13,4,2,5
U081,Sales,2025-01-03,12,3,3,10
U082,Sales,2025-01-03,10,3,3,8
U083,Marketing,2025-01-03,4,3,3,8
U084,Engineering,2025-01-03,4,4,4,2
U085,HR,2025-01-03,2,2,2,5
U086,Marketing,2025-01-03,7,4,3,10
U087,Sales,2025-01-03,12,1,1,9
U088,Engineering,2025-01-03,6,4,4,3
U089,Sales,2025-01-03,6,2,0,10
U090,Sales,2025-01-03,11,3,2,7
U091,Sales,2025-01-03,8,3,2,10
U092,Engineering,2025-01-03,9,4,3,3
U093,Engineering,2025-01-03,4,8,6,7
U094,Marketing,2025-01-03,8,4,2,5
U095,Finance,2025-01-03,7,2,1,3
U096,Sales,2025-01-03,9,2,1,7
U097,Engineering,2025-01-03,4,10,7,3
U098,Engineering,2025-01-03,5,5,4,4
U099,Sales,2025-01-03,13,4,3,7
U100,Finance,2025-01-03,5,4,4,7
U001,Engineering,2025-01-04,1,1,0,1
U002,Engineering,2025-01-04,3,3,1,2
U003,Engineering,2025-01-04,1,5,4,2
U004,Sales,2025-01-04,7,1,1,1
U005,Sales,2025-01-04,5,2,0,3
U006,Finance,2025-01-04,1,1,1,4
U007,Engineering,2025-01-04,4,1,1,2
U008,Sales,2025-01-04,3,2,1,2
U009,Marketing,2025-01-04,4,4,1,2
U010,Sales,2025-01-04,3,2,1,3
U011,HR,2025-01-04,4,1,1,0
U012,Finance,2025-01-04,2,0,0,1
U013,Sales,2025-01-04,4,2,1,2
U014,Sales,2025-01-04,3,0,0,1
U015,Sales,2025-01-04,3,0,0,3
U016,Engineering,2025-01-04,3,2,2,1
U017,HR,2025-01-04,0,2,1,4
U018,Sales,2025-01-04,3,0,0,2
U019,Sales,2025-01-04,2,2,1,2
U020,Engineering,2025-01-04,2,1,1,3
U021,Finance,2025-01-04,5,2,2,0
U022,Finance,2025-01-04,2,3,2,0
U023,Engineering,2025-01-04,2,3,2,2
U024,Finance,2025-01-04,2,0,0,1
U025,Marketing,2025-01-04,6,3,2,3
U026,Finance,2025-01-04,3,0,0,2
U027,Engineering,2025-01-04,4,3,2,2
U028,Engineering,2025-01-04,5,3,2,1
U029,Sales,2025-01-04,4,2,0,1
U030,Sales,2025-01-04,4,1,0,4
U031,Sales,2025-01-04,4,0,0,1
U032,HR,2025-01-04,2,2,2,0
U033,Engineering,2025-01-04,1,5,4,0
U034,Marketing,2025-01-04,2,2,1,4
U035,Finance,2025-01-04,2,2,1,1
U036,Engineering,2025-01-04,0,1,1,2
U037,Marketing,2025-01-04,3,2,2,1
U038,HR,2025-01-04,3,2,1,0
U039,Engineering,2025-01-04,0,0,0,2
U040,HR,2025-01-04,1,0,0,2
U041,Marketing,2025-01-04,2,3,1,0
U042,Marketing,2025-01-04,1,3,2,0
U043,HR,2025-01-04,3,2,2,0
U044,Engineering,2025-01-04,3,3,2,2
U045,Engineering,2025-01-04,3,2,2,0
U046,HR,2025-01-04,3,2,1,3
U047,Engineering,2025-01-04,2,3,2,1
U048,Engineering,2025-01-04,2,4,3,3
U049,Engineering,2025-01-04,1,0,0,3
U050,HR,2025-01-04,1,2,2,0
U051,Finance,2025-01-04,3,2,2,2
U052,HR,2025-01-04,2,3,2,2
U053,Marketing,2025-01-04,3,2,1,1
U054,Engineering,2025-01-04,2,3,2,5
U055,Engineering,2025-01-04,1,2,1,1
U056,Sales,2025-01-04,5,2,1,3
U057,Marketing,2025-01-04,3,2,2,4
U058,Marketing,2025-01-04,4,1,1,0
U059,Marketing,2025-01-04,5,3,1,0
U060,Engineering,2025-01-04,3,4,3,0
U061,Engineering,2025-01-04,3,1,1,4
U062,Marketing,2025-01-04,2,0,0,1
U063,Marketing,2025-01-04,4,0,0,0
U064,Engineering,2025-01-04,0,3,2,3
U065,Sales,2025-01-04,5,2,1,2
U066,Marketing,2025-01-04,0,0,0,3
U067,Engineering,2025-01-04,3,1,1,0
U068,Engineering,2025-01-04,3,1,1,4
U069,HR,2025-01-04,3,4,3,2
U070,Engineering,2025-01-04,1,0,0,1
U071,Engineering,2025-01-04,1,1,1,3
U072,Engineering,2025-01-04,3,2,2,1
U073,Marketing,2025-01-04,3,1,0,3
U074,Marketing,2025-01-04,2,1,1,1
U075,Sales,2025-01-04,5,0,0,2
U076,Engineering,2025-01-04,0,0,0,0
U077,Engineering,2025-01-04,0,2,2,1
U078,Engineering,2025-01-04,2,1,0,0
U079,Engineering,2025-01-04,2,2,1,4
U080,Sales,2025-01-04,5,3,1,1
U081,Sales,2025-01-04,4,1,1,3
U082,Sales,2025-01-04,5,1,1,2
U083,Marketing,2025-01-04,0,1,1,2
U084,Engineering,2025-01-04,2,2,1,1
U085,HR,2025-01-04,0,1,1,4
U086,Marketing,2025-01-04,2,0,0,3
U087,Sales,2025-01-04,4,3,2,2
U088,Engineering,2025-01-04,1,2,1,2
U089,Sales,2025-01-04,3,1,0,0
U090,Sales,2025-01-04,4,2,1,2
U091,Sales,2025-01-04,2,0,0,2
U092,Engineering,2025-01-04,2,2,2,1
U093,Engineering,2025-01-04,2,0,0,1
U094,Marketing,2025-01-04,6,1,1,4
U095,Finance,2025-01-04,2,3,2,2
U096,Sales,2025-01-04,5,1,0,3
U097,Engineering,2025-01-04,1,2,2,5
U098,Engineering,2025-01-04,1,2,2,1
U099,Sales,2025-01-04,8,1,0,1
U100,Finance,2025-01-04,3,4,2,1
U001,Engineering,2025-01-05,1,1,1,2
U002,Engineering,2025-01-05,2,2,2,4
U003,Engineering,2025-01-05,1,1,1,2
U004,Sales,2025-01-05,6,0,0,1
U005,Sales,2025-01-05,3,0,0,7
U006,Finance,2025-01-05,1,0,0,6
U007,Engineering,2025-01-05,4,2,1,2
U008,Sales,2025-01-05,4,2,1,1
U009,Marketing,2025-01-05,7,1,0,6
U010,Sales,2025-01-05,5,2,1,3
U011,HR,2025-01-05,4,4,0,2
U012,Finance,2025-01-05,2,0,0,3
U013,Sales,2025-01-05,1,4,2,2
U014,Sales,2025-01-05,7,0,0,3
U015,Sales,2025-01-05,3,1,1,1
U016,Engineering,2025-01-05,3,5,2,3
U017,HR,2025-01-05,2,1,0,0
U018,Sales,2025-01-05,7,2,1,1
U019,Sales,2025-01-05,6,1,0,2
U020,Engineering,2025-01-05,2,1,1,0
U021,Finance,2025-01-05,3,3,2,1
U022,Finance,2025-01-05,4,2,0,4
U023,Engineering,2025-01-05,6,1,0,2
U024,Finance,2025-01-05,2,4,2,3
U025,Marketing,2025-01-05,5,1,1,1
U026,Finance,2025-01-05,1,1,1,2
U027,Engineering,2025-01-05,2,1,1,1
U028,Engineering,2025-01-05,4,3,2,2
U029,Sales,2025-01-05,7,2,0,3
U030,Sales,2025-01-05,4,2,1,3
U031,Sales,2025-01-05,3,1,1,1
U032,HR,2025-01-05,5,0,0,1
U033,Engineering,2025-01-05,6,3,0,2
U034,Marketing,2025-01-05,4,2,1,2
U035,Finance,2025-01-05,1,0,0,1
U036,Engineering,2025-01-05,2,0,0,3
U037,Marketing,2025-01-05,3,0,0,3
U038,HR,2025-01-05,1,2,1,7
U039,Engineering,2025-01-05,3,3,3,2
U040,HR,2025-01-05,4,0,0,1
U041,Marketing,2025-01-05,5,2,1,1
U042,Marketing,2025-01-05,2,1,1,3
U043,HR,2025-01-05,4,0,0,2
U044,Engineering,2025-01-05,4,3,3,2
U045,Engineering,2025-01-05,1,0,0,2
U046,HR,2025-01-05,2,1,1,4
U047,Engineering,2025-01-05,3,0,0,0
U048,Engineering,2025-01-05,0,2,2,2
U049,Engineering,2025-01-05,2,1,1,2
U050,HR,2025-01-05,2,1,1,1
U051,Finance,2025-01-05,5,2,1,4
U052,HR,2025-01-05,1,1,0,1
U053,Marketing,2025-01-05,3,2,1,3
U054,Engineering,2025-01-05,3,0,0,4
U055,Engineering,2025-01-05,1,1,1,1
U056,Sales,2025-01-05,2,1,1,1
U057,Marketing,2025-01-05,5,6,3,0
U058,Marketing,2025-01-05,0,1,1,2
U059,Marketing,2025-01-05,7,4,3,1
U060,Engineering,2025-01-05,3,2,0,4
U061,Engineering,2025-01-05,0,2,1,0
U062,Marketing,2025-01-05,1,1,1,2
U063,Marketing,2025-01-05,5,3,1,3
U064,Engineering,2025-01-05,3,3,3,3
U065,Sales,2025-01-05,1,2,2,3
U066,Marketing,2025-01-05,3,1,1,3
U067,Engineering,2025-01-05,0,4,3,2
U068,Engineering,2025-01-05,2,1,0,3
U069,HR,2025-01-05,3,1,1,3
U070,Engineering,2025-01-05,3,2,2,1
U071,Engineering,2025-01-05,1,0,0,1
U072,Engineering,2025-01-05,2,0,0,4
U073,Marketing,2025-01-05,3,3,2,4
U074,Marketing,2025-01-05,2,1,1,0
U075,Sales,2025-01-05,4,1,0,1
U076,Engineering,2025-01-05,2,4,4,2
U077,Engineering,2025-01-05,2,0,0,1
U078,Engineering,2025-01-05,2,0,0,2
U079,Engineering,2025-01-05,3,3,2,1
U080,Sales,2025-01-05,1,0,0,1
U081,Sales,2025-01-05,2,2,2,2
U082,Sales,2025-01-05,2,1,1,6
U083,Marketing,2025-01-05,3,1,1,1
U084,Engineering,2025-01-05,2,2,1,0
U085,HR,2025-01-05,3,5,2,1
U086,Marketing,2025-01-05,7,1,1,2
U087,Sales,2025-01-05,5,0,0,1
U088,Engineering,2025-01-05,4,0,0,2
U089,Sales,2025-01-05,3,1,1,4
U090,Sales,2025-01-05,8,0,0,3
U091,Sales,2025-01-05,1,0,0,1
U092,Engineering,2025-01-05,1,1,0,4
U093,Engineering,2025-01-05,0,0,0,2
U094,Marketing,2025-01-05,2,2,0,3
U095,Finance,2025-01-05,5,1,1,2
U096,Sales,2025-01-05,7,1,1,5
U097,Engineering,2025-01-05,2,1,1,1
U098,Engineering,2025-01-05,3,1,1,3
U099,Sales,2025-01-05,2,0,0,5
U100,Finance,2025-01-05,2,2,1,2
U001,Engineering,2025-01-06,1,5,4,4
U002,Engineering,2025-01-06,6,3,2,4
U003,Engineering,2025-01-06,9,5,2,4
U004,Sales,2025-01-06,8,2,1,4
U005,Sales,2025-01-06,11,1,0,6
U006,Finance,2025-01-06,5,4,4,5
U007,Engineering,2025-01-06,6,8,6,1
U008,Sales,2025-01-06,11,1,1,8
U009,Marketing,2025-01-06,8,7,2,3
U010,Sales,2025-01-06,11,0,0,8
U011,HR,2025-01-06,2,3,1,8
U012,Finance,2025-01-06,4,3,1,5
U013,Sales,2025-01-06,12,1,1,6
U014,Sales,2025-01-06,5,2,1,7
U015,Sales,2025-01-06,11,4,2,3
U016,Engineering,2025-01-06,6,4,2,4
U017,HR,2025-01-06,5,2,0,10
U018,Sales,2025-01-06,12,5,2,3
U019,Sales,2025-01-06,14,3,2,7
U020,Engineering,2025-01-06,8,6,5,2
U021,Finance,2025-01-06,4,2,1,2
U022,Finance,2025-01-06,8,7,3,3
U023,Engineering,2025-01-06,7,4,3,7
U024,Finance,2025-01-06,6,2,1,1
U025,Marketing,2025-01-06,14,6,4,3
U026,Finance,2025-01-06,8,3,2,6
U027,Engineering,2025-01-06,2,4,2,4
U028,Engineering,2025-01-06,9,6,5,5
U029,Sales,2025-01-06,7,3,0,6
U030,Sales,2025-01-06,18,4,2,4
U031,Sales,2025-01-06,9,3,2,5
U032,HR,2025-01-06,5,4,2,8
U033,Engineering,2025-01-06,5,5,5,2
U034,Marketing,2025-01-06,6,3,3,4
U035,Finance,2025-01-06,4,6,5,6
U036,Engineering,2025-01-06,7,6,4,3
U037,Marketing,2025-01-06,10,2,2,4
U038,HR,2025-01-06,2,7,5,5
U039,Engineering,2025-01-06,15,6,4,1
U040,HR,2025-01-06,3,3,2,8
U041,Marketing,2025-01-06,13,3,1,5
U042,Marketing,2025-01-06,6,1,1,6
U043,HR,2025-01-06,2,2,2,11
U044,Engineering,2025-01-06,7,4,2,4
U045,Engineering,2025-01-06,4,4,2,0
U046,HR,2025-01-06,6,2,0,3
U047,Engineering,2025-01-06,6,5,5,5
U048,Engineering,2025-01-06,6,9,6,5
U049,Engineering,2025-01-06,4,6,3,8
U050,HR,2025-01-06,2,1,1,3
U051,Finance,2025-01-06,9,5,4,8
U052,HR,2025-01-06,5,3,1,12
U053,Marketing,2025-01-06,6,8,6,6
U054,Engineering,2025-01-06,10,3,1,3
U055,Engineering,2025-01-06,8,4,3,3
U056,Sales,2025-01-06,8,6,3,7
U057,Marketing,2025-01-06,10,4,3,4
U058,Marketing,2025-01-06,10,6,4,5
U059,Marketing,2025-01-06,4,1,1,4
U060,Engineering,2025-01-06,2,5,5,4
U061,Engineering,2025-01-06,10,8,5,6
U062,Marketing,2025-01-06,7,4,2,1
U063,Marketing,2025-01-06,4,1,1,2
U064,Engineering,2025-01-06,5,4,4,3
U065,Sales,2025-01-06,7,2,0,3
U066,Marketing,2025-01-06,11,3,3,9
U067,Engineering,2025-01-06,6,6,4,4
U068,Engineering,2025-01-06,9,2,2,3
U069,HR,2025-01-06,3,6,2,2
U070,Engineering,2025-01-06,5,4,3,1
U071,Engineering,2025-01-06,5,10,6,6
U072,Engineering,2025-01-06,8,1,0,5
U073,Marketing,2025-01-06,5,4,3,4
U074,Marketing,2025-01-06,8,5,2,6
U075,Sales,2025-01-06,12,9,4,6
U076,Engineering,2025-01-06,4,6,4,6
U077,Engineering,2025-01-06,5,6,5,5
U078,Engineering,2025-01-06,5,4,2,2
U079,Engineering,2025-01-06,6,4,3,0
U080,Sales,2025-01-06,6,2,1,2
U081,Sales,2025-01-06,13,4,2,4
U082,Sales,2025-01-06,6,5,5,8
U083,Marketing,2025-01-06,12,3,3,5
U084,Engineering,2025-01-06,5,5,2,5
U085,HR,2025-01-06,3,3,3,5
U086,Marketing,2025-01-06,13,8,7,3
U087,Sales,2025-01-06,14,9,4,6
U088,Engineering,2025-01-06,2,5,4,5
U089,Sales,2025-01-06,12,3,2,4
U090,Sales,2025-01-06,10,4,3,2
U091,Sales,2025-01-06,15,0,0,7
U092,Engineering,2025-01-06,2,1,1,4
U093,Engineering,2025-01-06,4,6,6,2
U094,Marketing,2025-01-06,11,4,2,7
U095,Finance,2025-01-06,9,1,0,3
U096,Sales,2025-01-06,8,3,1,3
U097,Engineering,2025-01-06,6,4,3,4
U098,Engineering,2025-01-06,0,5,5,4
U099,Sales,2025-01-06,8,1,0,3
U100,Finance,2025-01-06,3,4,2,4
U001,Engineering,2025-01-07,6,1,1,5
U002,Engineering,2025-01-07,5,6,5,7
U003,Engineering,2025-01-07,12,4,4,7
U004,Sales,2025-01-07,9,4,3,3
U005,Sales,2025-01-07,6,2,2,8
U006,Finance,2025-01-07,12,2,2,2
U007,Engineering,2025-01-07,3,1,1,4
U008,Sales,2025-01-07,15,5,4,7
U009,Marketing,2025-01-07,5,1,1,7
U010,Sales,2025-01-07,16,2,0,9
U011,HR,2025-01-07,9,3,0,5
U012,Finance,2025-01-07,0,6,4,3
U013,Sales,2025-01-07,12,3,2,5
U014,Sales,2025-01-07,8,4,2,8
U015,Sales,2025-01-07,9,4,2,4
U016,Engineering,2025-01-07,7,7,2,6
U017,HR,2025-01-07,5,0,0,10
U018,Sales,2025-01-07,14,1,1,5
U019,Sales,2025-01-07,10,0,0,7
U020,Engineering,2025-01-07,3,7,7,4
U021,Finance,2025-01-07,6,2,1,6
